cell1_v,cell2_v,cell3_v,loadcell1,loadcell2,pack_v,rpm1,rpm2,throttle1,throttle2
3.957,3.969,3.982,-6,-9,11.908,0,0,0.0,0.0
3.957,3.969,3.982,-6,-9,11.908,0,0,0.0,0.0
3.957,3.97,3.981,-6,-9,11.908,0,0,0.0,0.0
3.957,3.969,3.982,-6,-9,11.908,0,0,0.0,0.0
3.957,3.969,3.982,-6,-9,11.908,0,0,0.0,0.0
3.957,3.969,3.982,-6,-9,11.908,0,0,0.0,0.0
3.957,3.97,3.981,-6,-9,11.908,0,0,0.0,49.8
3.953,3.972,3.979,-6,-9,11.904,0,0,0.0,49.8
3.954,3.971,3.98,-30,-5,11.905,894,0,0.0,49.8
3.954,3.971,3.98,-100,0,11.905,894,0,0.0,49.8
3.947,3.968,3.969,-89,8,11.884,2267,0,0.0,49.8
3.925,3.951,3.954,-118,39,11.83,2267,0,0.0,49.8
3.925,3.951,3.954,-327,106,11.83,4353,0,0.0,49.8
3.92,3.949,3.949,-310,186,11.818,4353,0,0.0,49.8
3.917,3.948,3.946,-257,236,11.811,5312,0,0.0,49.8
3.916,3.946,3.946,-236,255,11.808,5312,0,0.0,49.8
3.916,3.946,3.946,-227,260,11.808,5357,0,0.0,49.8
3.915,3.945,3.945,-220,262,11.805,5357,0,0.0,49.8
3.914,3.946,3.943,-218,263,11.803,5312,0,0.0,49.8
3.914,3.945,3.942,-219,266,11.801,5613,561,0.0,49.8
3.914,3.945,3.942,-219,269,11.801,5613,561,0.0,49.8
3.914,3.945,3.941,-220,271,11.8,5152,368,0.0,49.8
3.914,3.945,3.941,-221,270,11.8,5152,368,0.0,49.8
3.914,3.944,3.941,-221,272,11.799,5519,290,0.0,49.8
3.914,3.944,3.941,-222,274,11.799,5519,290,0.0,49.8
3.913,3.944,3.941,-223,274,11.798,5085,782,0.0,49.8
3.913,3.944,3.941,-224,277,11.798,5085,782,0.0,49.8
3.913,3.944,3.941,-225,280,11.798,5357,669,0.0,49.8
3.913,3.943,3.942,-226,282,11.798,5357,669,0.0,49.8
3.913,3.943,3.942,-228,284,11.798,5311,331,0.0,49.8
3.913,3.943,3.94,-228,282,11.796,5263,1169,0.0,49.8
3.913,3.943,3.94,-228,281,11.796,5263,1169,0.0,49.8
3.913,3.941,3.943,-228,282,11.797,5379,358,0.0,49.8
3.913,3.94,3.943,-228,282,11.796,5379,358,0.0,49.8
3.913,3.935,3.944,-229,283,11.792,5340,890,0.0,49.8
3.913,3.935,3.944,-229,284,11.792,5340,890,0.0,49.8
3.913,3.934,3.945,-229,283,11.792,5328,761,0.0,49.8
3.913,3.932,3.946,-229,283,11.791,5328,761,0.0,49.8
3.913,3.932,3.946,-229,283,11.791,5357,669,0.0,49.8
3.913,3.93,3.945,-229,284,11.788,5357,669,0.0,49.8
3.912,3.929,3.943,-230,285,11.784,5312,996,0.0,49.8
3.913,3.927,3.943,-230,286,11.783,5312,996,0.0,49.8
3.913,3.927,3.943,-231,286,11.783,5356,1004,0.0,49.8
3.912,3.928,3.939,-231,285,11.779,5356,1004,0.0,49.8
3.912,3.927,3.939,-230,283,11.778,5313,664,0.0,49.8
3.913,3.925,3.937,-229,282,11.775,4999,1111,0.0,49.8
3.913,3.925,3.937,-228,281,11.775,4999,1111,0.0,49.8
3.912,3.926,3.936,-227,282,11.774,5559,741,0.0,49.8
3.912,3.925,3.936,-227,282,11.773,5559,741,0.0,49.8
3.912,3.925,3.936,-227,281,11.773,5022,1004,0.0,49.8
3.912,3.925,3.936,-226,281,11.773,5022,1004,0.0,49.8
3.912,3.925,3.936,-227,281,11.773,5313,996,0.0,49.8
3.912,3.924,3.936,-227,280,11.772,5313,996,0.0,49.8
3.912,3.924,3.936,-228,282,11.772,5356,1004,0.0,49.8
3.912,3.925,3.935,-228,283,11.772,5356,1004,0.0,0.0
3.922,3.942,3.951,-113,220,11.815,3653,664,0.0,0.0
3.928,3.951,3.962,244,3,11.841,1155,1155,0.0,0.0
3.928,3.951,3.962,220,-34,11.841,1155,1155,0.0,0.0
3.931,3.958,3.967,81,8,11.856,722,722,0.0,0.0
3.933,3.961,3.969,19,22,11.863,722,722,0.0,0.0
3.934,3.963,3.972,-7,27,11.869,589,589,0.0,0.0
3.934,3.963,3.972,-15,26,11.869,589,589,0.0,0.0
3.935,3.964,3.974,-14,25,11.873,383,383,0.0,0.0
3.936,3.964,3.976,-14,25,11.876,383,383,0.0,0.0
3.936,3.964,3.976,-14,24,11.876,334,669,0.0,0.0
3.937,3.965,3.976,-14,24,11.878,334,669,0.0,0.0
3.937,3.965,3.977,-13,24,11.879,331,331,0.0,0.0
3.937,3.966,3.977,-13,23,11.88,331,331,0.0,0.0
3.937,3.966,3.977,-13,23,11.88,334,0,0.0,0.0
3.938,3.965,3.977,-13,23,11.88,334,0,0.0,0.0
3.938,3.965,3.977,-13,23,11.88,0,332,0.0,0.0
3.938,3.966,3.976,-13,22,11.88,549,0,0.0,0.0
3.938,3.966,3.976,-13,22,11.88,549,0,0.0,0.0
3.938,3.966,3.977,-13,22,11.881,0,0,0.0,0.0
3.938,3.967,3.975,-13,21,11.88,0,0,0.0,0.0
3.938,3.967,3.975,-13,21,11.88,334,334,0.0,0.0
3.939,3.967,3.974,-12,21,11.88,334,334,0.0,0.0
3.94,3.968,3.972,-10,21,11.88,0,0,0.0,0.0
3.94,3.969,3.97,-9,21,11.879,0,0,0.0,0.0
3.94,3.969,3.97,-9,21,11.879,0,0,0.0,0.0
3.94,3.97,3.971,-9,21,11.881,0,0,0.0,0.0
3.94,3.968,3.972,-9,21,11.88,0,0,0.0,0.0
3.94,3.969,3.972,-9,20,11.881,0,0,0.0,0.0
3.94,3.969,3.972,-9,20,11.881,0,0,0.0,0.0
3.941,3.967,3.973,-8,20,11.881,0,0,0.0,0.0
3.94,3.968,3.972,-10,21,11.88,0,0,0.0,0.0
3.94,3.969,3.971,-12,21,11.88,0,0,0.0,0.0
3.94,3.969,3.971,-12,21,11.88,0,0,0.0,0.0
3.941,3.97,3.97,-11,21,11.881,0,0,0.0,0.0
3.941,3.971,3.969,-11,21,11.881,0,0,0.0,0.0
3.941,3.971,3.969,-11,21,11.881,0,0,0.0,0.0
3.942,3.97,3.969,-11,21,11.881,0,0,0.0,0.0
3.942,3.972,3.967,-11,21,11.881,0,0,0.0,0.0
3.941,3.973,3.966,-11,21,11.88,0,0,0.0,0.0
3.941,3.973,3.966,-11,21,11.88,0,0,0.0,0.0
3.942,3.973,3.966,-11,21,11.881,0,0,0.0,0.0
3.942,3.974,3.964,-11,21,11.88,0,0,0.0,0.0
3.942,3.975,3.963,-11,21,11.88,0,0,0.0,0.0
3.942,3.975,3.963,-11,20,11.88,0,0,0.0,0.0
3.943,3.975,3.963,-11,21,11.881,0,0,0.0,0.0
3.943,3.974,3.963,-11,21,11.88,0,0,0.0,80.0
3.943,3.974,3.963,-22,21,11.88,669,0,0.0,80.0
3.941,3.971,3.969,-90,21,11.881,669,0,0.0,80.0
3.939,3.969,3.961,-100,24,11.869,1328,0,0.0,80.0
3.928,3.951,3.95,-105,39,11.829,1328,0,0.0,80.0
3.928,3.951,3.95,-203,84,11.829,4017,0,0.0,80.0
3.887,3.911,3.904,-325,176,11.702,4017,0,0.0,80.0
3.862,3.89,3.88,-462,339,11.632,6974,0,0.0,80.0
3.847,3.876,3.875,-528,507,11.598,7925,566,0.0,80.0
3.847,3.876,3.875,-492,579,11.598,7925,566,0.0,80.0
3.839,3.869,3.87,-463,599,11.578,7687,732,0.0,80.0
3.834,3.864,3.861,-454,605,11.559,7687,732,0.0,80.0
3.83,3.861,3.854,-452,605,11.545,7877,875,0.0,80.0
3.83,3.861,3.854,-450,605,11.545,7877,875,0.0,80.0
3.828,3.859,3.851,-453,608,11.538,7781,778,0.0,80.0
3.826,3.852,3.853,-453,609,11.531,7781,778,0.0,80.0
3.826,3.852,3.853,-452,606,11.531,7700,1339,0.0,80.0
3.826,3.848,3.855,-451,606,11.529,7700,1339,0.0,80.0
3.825,3.843,3.856,-452,605,11.524,7637,1328,0.0,80.0
3.825,3.841,3.853,-454,605,11.519,7662,1178,0.0,80.0
3.825,3.841,3.853,-455,603,11.519,7662,1178,0.0,80.0
3.824,3.839,3.848,-455,600,11.511,7495,1427,0.0,80.0
3.824,3.838,3.845,-454,596,11.507,7495,1427,0.0,80.0
3.823,3.839,3.841,-454,593,11.503,7744,1787,0.0,80.0
3.823,3.839,3.841,-453,592,11.503,7744,1787,0.0,80.0
3.822,3.839,3.839,-453,594,11.5,7573,1514,0.0,80.0
3.821,3.839,3.84,-454,596,11.5,7573,1514,0.0,80.0
3.821,3.839,3.84,-454,598,11.5,7701,1674,0.0,80.0
3.819,3.84,3.839,-454,599,11.498,7701,1674,0.0,80.0
3.816,3.837,3.843,-455,597,11.496,7635,1659,0.0,80.0
3.813,3.838,3.843,-454,595,11.494,7635,1659,0.0,80.0
3.813,3.838,3.843,-454,594,11.494,7701,1674,0.0,80.0
3.812,3.835,3.843,-456,595,11.49,7701,1674,0.0,80.0
3.81,3.834,3.84,-458,595,11.484,7637,1992,0.0,80.0
3.807,3.835,3.836,-461,598,11.478,7839,1679,0.0,80.0
3.807,3.835,3.836,-462,600,11.478,7839,1679,0.0,80.0
3.806,3.834,3.835,-462,598,11.475,7374,1843,0.0,80.0
3.806,3.834,3.833,-462,597,11.473,7374,1843,0.0,80.0
3.805,3.834,3.832,-461,597,11.471,7543,1740,0.0,80.0
3.805,3.834,3.832,-460,596,11.471,7543,1740,0.0,80.0
3.804,3.835,3.831,-459,597,11.47,7841,1960,0.0,80.0
3.804,3.835,3.832,-458,596,11.471,7841,1960,0.0,80.0
3.804,3.835,3.832,-458,597,11.471,7366,1674,0.0,80.0
3.803,3.835,3.831,-458,598,11.469,7366,1674,0.0,80.0
3.803,3.835,3.831,-458,598,11.469,7635,1991,0.0,80.0
3.803,3.833,3.833,-458,597,11.469,7581,1749,0.0,80.0
3.803,3.833,3.833,-459,596,11.469,7581,1749,0.0,80.0
3.803,3.832,3.829,-460,600,11.464,7544,1796,0.0,80.0
3.803,3.83,3.846,-461,602,11.479,7544,1796,0.0,0.0
3.847,3.869,3.883,-445,521,11.599,5036,1777,0.0,0.0
3.847,3.869,3.883,-111,153,11.599,5036,1777,0.0,0.0
3.873,3.891,3.906,357,-22,11.67,1144,1525,0.0,0.0
3.889,3.906,3.92,248,32,11.715,1144,1525,0.0,0.0
3.889,3.906,3.92,89,65,11.715,669,1004,0.0,0.0
3.899,3.914,3.927,-18,64,11.74,669,1004,0.0,0.0
3.904,3.92,3.935,-20,62,11.759,664,996,0.0,0.0
3.908,3.928,3.939,-20,60,11.775,664,996,0.0,0.0
3.908,3.928,3.939,-19,58,11.775,669,1004,0.0,0.0
3.91,3.935,3.939,-19,56,11.784,669,1004,0.0,0.0
3.911,3.939,3.939,-20,55,11.789,332,664,0.0,0.0
3.912,3.941,3.94,-19,54,11.793,553,553,0.0,0.0
3.912,3.941,3.94,-19,53,11.793,553,553,0.0,0.0
3.912,3.943,3.94,-19,53,11.795,371,742,0.0,0.0
3.913,3.943,3.94,-18,53,11.796,371,742,0.0,0.0
3.913,3.943,3.94,-18,52,11.796,334,334,0.0,0.0
3.913,3.944,3.94,-18,52,11.797,334,334,0.0,0.0
3.914,3.944,3.941,-18,52,11.799,332,332,0.0,0.0
3.913,3.945,3.94,-18,51,11.798,332,332,0.0,0.0
3.913,3.945,3.94,-18,51,11.798,334,334,0.0,0.0
3.913,3.945,3.941,-19,51,11.799,334,334,0.0,0.0
3.914,3.944,3.942,-19,51,11.8,0,332,0.0,0.0
3.914,3.945,3.946,-18,50,11.805,576,0,0.0,0.0
3.914,3.945,3.946,-18,50,11.805,576,0,0.0,0.0
3.915,3.944,3.948,-18,49,11.807,0,0,0.0,0.0
3.915,3.944,3.947,-18,49,11.806,0,0,0.0,0.0
3.915,3.944,3.951,-18,49,11.81,294,294,0.0,0.0
3.915,3.944,3.951,-18,49,11.81,294,294,0.0,0.0
